00:00.0,0.624288
00:00.0,0.625715
00:00.0,0.533478
00:00.0,0.564366
00:00.0,0.601382
00:00.0,0.555742
00:00.0,0.547001
00:00.0,0.591557
00:00.0,0.566791
00:00.0,0.550303
00:00.0,0.568344
00:00.0,0.56853
00:00.0,0.552952
00:00.0,0.563312
00:00.0,0.563641
00:00.0,0.550821
00:00.0,0.548062
00:00.0,0.562419
00:00.0,0.559997
00:00.0,0.554405
00:00.0,0.552294
00:00.0,0.552647
00:00.0,0.555026
00:00.0,0.55422
00:00.0,0.553459
00:00.0,0.551006
00:00.0,0.556678
00:00.0,0.56199
00:00.0,0.556137
00:00.0,0.546561
00:00.0,0.548169
00:00.0,0.561699
00:00.0,0.549656
00:00.0,0.545665
00:00.0,0.545889
00:00.0,0.552039
00:00.0,0.545127
00:00.0,0.547496
00:00.0,0.543863
00:00.0,0.539098
00:00.1,0.544496
00:00.1,0.543904
00:00.1,0.545273
00:00.1,0.54074
00:00.1,0.53754
00:00.1,0.54614
00:00.1,0.554865
00:00.1,0.541733
00:00.1,0.539106
00:00.1,0.53812
00:00.1,0.541989
00:00.1,0.544563
00:00.1,0.538477
00:00.1,0.541527
00:00.1,0.540624
00:00.1,0.534338
00:00.1,0.533028
00:00.1,0.530484
00:00.1,0.53296
00:00.1,0.533986
00:00.1,0.528352
00:00.1,0.525911
00:00.1,0.525024
00:00.1,0.534452
00:00.1,0.538798
00:00.1,0.534883
00:00.1,0.528372
00:00.1,0.530473
00:00.1,0.538457
00:00.1,0.533155
00:00.1,0.534177
00:00.1,0.531043
00:00.1,0.536879
00:00.1,0.528085
00:00.1,0.525785
00:00.1,0.52316
00:00.1,0.52166
00:00.1,0.51914
00:00.1,0.526098
00:00.1,0.528142
00:00.1,0.525898
00:00.1,0.522808
00:00.1,0.524939
00:00.1,0.534933
00:00.1,0.518127
00:00.1,0.518828
00:00.1,0.532556
00:00.1,0.530986
00:00.1,0.528549
00:00.1,0.521673
00:00.1,0.511106
00:00.1,0.524728
00:00.1,0.517451
00:00.1,0.518112
00:00.1,0.51687
00:00.1,0.508493
00:00.1,0.516517
00:00.1,0.518283
00:00.1,0.514832
00:00.1,0.511588
00:00.1,0.507313
00:00.1,0.516153
00:00.1,0.514871
00:00.1,0.524712
00:00.1,0.513394
00:00.1,0.515549
00:00.1,0.521713
00:00.1,0.51824
00:00.1,0.507851
00:00.1,0.515508
00:00.1,0.515815
00:00.1,0.513606
00:00.1,0.516305
00:00.1,0.501246
00:00.1,0.506787
00:00.1,0.507626
00:00.1,0.506638
00:00.1,0.502159
00:00.1,0.505658
00:00.2,0.508263
00:00.2,0.513295
00:00.2,0.509808
00:00.2,0.503979
00:00.2,0.508006
00:00.2,0.508938
00:00.2,0.508472
00:00.2,0.518179
00:00.2,0.504515
00:00.2,0.502987
00:00.2,0.505483
00:00.2,0.509209
00:00.2,0.501221
00:00.2,0.50244
00:00.2,0.501218
00:00.2,0.500465
00:00.2,0.502815
00:00.2,0.501857
00:00.2,0.493364
00:00.2,0.500559
00:00.2,0.502471
00:00.2,0.501563
00:00.2,0.496677
00:00.2,0.501741
00:00.2,0.502935
00:00.2,0.501607
00:00.2,0.49161
00:00.2,0.494777
00:00.2,0.497003
00:00.2,0.507394
00:00.2,0.497023
00:00.2,0.50043
00:00.2,0.483945
00:00.2,0.492257
00:00.2,0.490275
00:00.2,0.490688
00:00.2,0.484679
00:00.2,0.491598
