,distance (m),,,
2.8369,0.064495,0.10854,0.10693,0.11256
2.8382,0.059848,0.10674,0.10491,0.10781
2.8394,0.068542,0.10779,0.1111,0.11174
2.8407,0.071763,0.10634,0.10787,0.11286
2.842,0.064605,0.11078,0.11173,0.1085
2.8432,0.064844,0.1063,0.10793,0.10923
2.8445,0.058303,0.10718,0.10868,0.10632
2.8458,0.066929,0.10394,0.11241,0.10612
2.847,0.060409,0.10914,0.10862,0.11141
2.8483,0.062584,0.10021,0.10685,0.11706
2.8496,0.066247,0.11057,0.11467,0.11339
2.8508,0.061595,0.10307,0.10537,0.11717
2.8521,0.05947,0.10971,0.1104,0.11101
2.8534,0.065596,0.11007,0.11322,0.11196
2.8546,0.062348,0.10829,0.1109,0.11024
2.8559,0.062878,0.10375,0.11394,0.11128
2.8571,0.063664,0.10512,0.11025,0.11462
2.8584,0.066077,0.10379,0.11204,0.11508
2.8597,0.061815,0.10653,0.1149,0.10747
2.8609,0.063726,0.105,0.11341,0.11439
2.8622,0.060512,0.10771,0.1058,0.11205
2.8635,0.063376,0.1001,0.1101,0.11769
2.8647,0.064363,0.10756,0.10649,0.10931
2.866,0.061596,0.099748,0.11176,0.11229
2.8673,0.064483,0.099643,0.10544,0.11312
2.8685,0.063471,0.097528,0.10596,0.1219
2.8698,0.062261,0.1044,0.11183,0.11368
2.871,0.065298,0.098511,0.11342,0.10825
2.8723,0.059687,0.10126,0.11062,0.10951
2.8736,0.062947,0.10475,0.10972,0.11156
2.8748,0.06629,0.099475,0.11026,0.10588
2.8761,0.061118,0.1022,0.11443,0.1223
2.8774,0.062908,0.10286,0.10962,0.11495
2.8786,0.062561,0.1079,0.1116,0.11707
2.8799,0.062184,0.10304,0.10892,0.1016
2.8812,0.060889,0.10247,0.10519,0.11493
2.8824,0.066624,0.10011,0.11468,0.1114
2.8837,0.064595,0.11167,0.10309,0.11258
2.885,0.067814,0.10029,0.10866,0.10603
2.8862,0.064978,0.10329,0.1076,0.10855
2.8875,0.063452,0.10234,0.10149,0.10675
2.8887,0.060546,0.10224,0.10743,0.10897
2.89,0.063849,0.10517,0.10664,0.10812
2.8913,0.066785,0.10344,0.10925,0.10862
2.8925,0.064396,0.10125,0.10413,0.11826
2.8938,0.067752,0.099189,0.10173,0.11351
2.8951,0.064233,0.10781,0.1065,0.10843
2.8963,0.065627,0.10737,0.10131,0.11306
2.8976,0.063606,0.097708,0.11353,0.11325
2.8989,0.062652,0.098262,0.10746,0.1081
2.9001,0.057964,0.10427,0.11038,0.11692
2.9014,0.064318,0.10345,0.10555,0.11128
2.9027,0.063487,0.09781,0.11094,0.11147
2.9039,0.064732,0.10113,0.10493,0.11056
2.9052,0.066022,0.10677,0.1042,0.11353
2.9064,0.063775,0.10283,0.10626,0.11649
2.9077,0.059027,0.098186,0.10621,0.11899
2.909,0.061494,0.1017,0.10134,0.11008
2.9102,0.073908,0.096156,0.10677,0.10389
2.9115,0.066561,0.097204,0.10829,0.11734
2.9128,0.06157,0.099265,0.097114,0.11399
2.914,0.060008,0.10298,0.10693,0.1096
2.9153,0.063536,0.10434,0.10453,0.11224
2.9166,0.063972,0.099614,0.10957,0.11181
2.9178,0.061692,0.10155,0.10729,0.11018
2.9191,0.060116,0.097395,0.10602,0.11586
2.9204,0.063217,0.10017,0.11028,0.11505
2.9216,0.064188,0.09302,0.10941,0.11472
2.9229,0.06532,0.098602,0.10679,0.11354
2.9241,0.062146,0.095732,0.10725,0.10732
2.9254,0.070415,0.10576,0.11075,0.10671
2.9267,0.065988,0.097323,0.1084,0.11235
2.9279,0.059397,0.10183,0.10632,0.11482
2.9292,0.060762,0.098184,0.10745,0.11262
2.9305,0.062233,0.106,0.10342,0.10913
2.9317,0.061997,0.095368,0.10931,0.11406
2.933,0.056937,0.098596,0.10502,0.11016
2.9343,0.057738,0.095296,0.10672,0.10975
2.9355,0.057829,0.09886,0.10181,0.11553
2.9368,0.064463,0.10191,0.10685,0.10584
2.9381,0.062491,0.098287,0.096699,0.11461
2.9393,0.061222,0.10648,0.10251,0.1191
2.9406,0.060819,0.10354,0.098363,0.11039
2.9418,0.060847,0.09854,0.11183,0.1191
2.9431,0.059254,0.099391,0.10587,0.1097
2.9444,0.056948,0.098896,0.10375,0.10406
2.9456,0.06016,0.10247,0.10598,0.11147
2.9469,0.063094,0.10308,0.10796,0.10924
2.9482,0.061219,0.10068,0.10233,0.11007
2.9494,0.056998,0.098091,0.10408,0.11083
2.9507,0.056825,0.10089,0.10845,0.11053
2.952,0.058717,0.10209,0.1079,0.11287
2.9532,0.059783,0.098044,0.1048,0.11514
2.9545,0.061513,0.096166,0.10827,0.1144
2.9558,0.05777,0.10331,0.10422,0.10629
2.957,0.064577,0.096461,0.099568,0.10434
2.9583,0.060304,0.098064,0.098039,0.11209
2.9595,0.059846,0.10368,0.10736,0.10417
2.9608,0.061566,0.10393,0.10394,0.10912
2.9621,0.062931,0.098364,0.10707,0.11323
2.9633,0.059969,0.10404,0.10604,0.10473
2.9646,0.060295,0.09948,0.10368,0.10665
2.9659,0.058879,0.097805,0.10543,0.1037
2.9671,0.060157,0.10772,0.10556,0.10638
2.9684,0.06908,0.10099,0.10164,0.10794
2.9697,0.063916,0.10196,0.10414,0.10754
2.9709,0.058603,0.10449,0.1036,0.10951
2.9722,0.05489,0.10163,0.10157,0.10136
2.9735,0.061062,0.1018,0.10612,0.10768
2.9747,0.065086,0.095554,0.099591,0.10792
2.976,0.060163,0.096597,0.10807,0.10219
2.9772,0.058048,0.099987,0.10017,0.10487
2.9785,0.065982,0.094726,0.10197,0.10805
2.9798,0.057932,0.091546,0.1017,0.10583
2.981,0.063133,0.097563,0.1038,0.1043
2.9823,0.066072,0.10313,0.10137,0.10385
2.9836,0.05964,0.096469,0.10357,0.10453
2.9848,0.061361,0.096423,0.106,0.09542
2.9861,0.058234,0.10399,0.10241,0.10782
2.9874,0.057459,0.099245,0.10009,0.1048
2.9886,0.060676,0.093534,0.10289,0.10845
2.9899,0.059913,0.099531,0.10297,0.096977
2.9912,0.058871,0.096358,0.10539,0.097848
2.9924,0.064119,0.09908,0.10621,0.10682
2.9937,0.059728,0.10025,0.10317,0.10035
2.9949,0.061874,0.093275,0.10616,0.099883
2.9962,0.056138,0.098543,0.10273,0.10337
2.9975,0.055592,0.10138,0.10527,0.099693
2.9987,0.065768,0.098519,0.10436,0.10622
3,0.059202,0.097352,0.10372,0.11204
3.0013,0.058621,0.0985,0.097069,0.10085
3.0025,0.055765,0.10253,0.1086,0.10257
3.0038,0.058004,0.092178,0.10279,0.099298
3.0051,0.062619,0.095538,0.099445,0.10395
3.0063,0.05897,0.095138,0.096856,0.098445
3.0076,0.052071,0.10008,0.10023,0.1055
3.0088,0.057367,0.094917,0.10379,0.096169
3.0101,0.056267,0.098599,0.095973,0.1025
3.0114,0.055468,0.098034,0.10199,0.10932
3.0126,0.054905,0.098504,0.09815,0.10525
3.0139,0.054353,0.096166,0.10419,0.10256
3.0152,0.059692,0.094275,0.10515,0.097353
3.0164,0.057986,0.094169,0.10129,0.10302
3.0177,0.0555,0.095975,0.10338,0.10303
3.019,0.06067,0.096744,0.10099,0.10883
3.0202,0.058101,0.09776,0.10018,0.10644
3.0215,0.062704,0.093043,0.096614,0.10468
3.0228,0.055622,0.09426,0.099221,0.10318
3.024,0.057378,0.094344,0.10136,0.10138
3.0253,0.057367,0.096399,0.10233,0.10777
3.0265,0.058218,0.10134,0.098837,0.10047
3.0278,0.057181,0.094254,0.10164,0.10563
3.0291,0.055107,0.097718,0.10407,0.10647
3.0303,0.057506,0.090389,0.10656,0.10447
3.0316,0.06057,0.088729,0.094518,0.10851
3.0329,0.056206,0.095141,0.10084,0.10571
3.0341,0.057807,0.089057,0.10173,0.10907
3.0354,0.053771,0.093737,0.10177,0.10516
3.0367,0.054266,0.09289,0.09794,0.1052
3.0379,0.062826,0.095369,0.10133,0.10154
3.0392,0.058991,0.093471,0.10238,0.11245
3.0405,0.051644,0.097319,0.097776,0.10273
3.0417,0.060113,0.094759,0.10537,0.11353
3.043,0.06261,0.098934,0.099043,0.10667
3.0442,0.057896,0.093182,0.10336,0.10187
3.0455,0.053872,0.084697,0.095576,0.10677
3.0468,0.058402,0.094794,0.10491,0.10883
3.048,0.056353,0.092646,0.10381,0.11178
3.0493,0.057206,0.097732,0.10357,0.10487
3.0506,0.055463,0.093372,0.10647,0.10833
3.0518,0.058253,0.097297,0.10851,0.11071
3.0531,0.059409,0.098317,0.094743,0.11191
3.0544,0.058507,0.089643,0.10162,0.10011
3.0556,0.053025,0.093808,0.099822,0.10898
3.0569,0.056589,0.094668,0.1005,0.10936
3.0582,0.056477,0.09359,0.10217,0.10475
3.0594,0.057184,0.092703,0.099336,0.10331
3.0607,0.062438,0.089959,0.10491,0.108
3.0619,0.057975,0.08932,0.096026,0.10183
3.0632,0.055957,0.090275,0.10424,0.10443
3.0645,0.060454,0.092291,0.10089,0.10647
3.0657,0.060928,0.093447,0.10784,0.10368
3.067,0.05569,0.090643,0.10884,0.10331
3.0683,0.069325,0.094201,0.10008,0.10451
3.0695,0.060939,0.091412,0.098578,0.10106
3.0708,0.059379,0.08863,0.11002,0.096234
3.0721,0.059082,0.090683,0.10219,0.1028
3.0733,0.057894,0.088418,0.10044,0.096605
3.0746,0.059626,0.088753,0.10137,0.10079
3.0759,0.060144,0.093754,0.10108,0.099699
3.0771,0.05531,0.094303,0.10457,0.10141
3.0784,0.059629,0.093836,0.10044,0.099879
3.0796,0.052059,0.092089,0.094997,0.10251
3.0809,0.056879,0.092591,0.093684,0.099255
3.0822,0.053742,0.08843,0.09678,0.098307
3.0834,0.059788,0.08866,0.097347,0.097712
3.0847,0.053267,0.091704,0.097184,0.095848
3.086,0.058731,0.093765,0.10122,0.09826
3.0872,0.050336,0.091642,0.097601,0.099454
3.0885,0.058686,0.095382,0.095612,0.10037
3.0898,0.055451,0.095296,0.097519,0.098297
3.091,0.054688,0.098939,0.098255,0.10306
3.0923,0.058571,0.088891,0.1005,0.09827
3.0936,0.056881,0.095062,0.099252,0.095485
3.0948,0.055707,0.096772,0.096382,0.10427
3.0961,0.055181,0.089834,0.095043,0.10157
3.0973,0.051464,0.094428,0.10109,0.096985
3.0986,0.056463,0.10229,0.092452,0.09499
3.0999,0.057295,0.091707,0.094904,0.099698
3.1011,0.055209,0.099584,0.10093,0.10487
3.1024,0.059002,0.097644,0.08705,0.099867
3.1037,0.056101,0.093819,0.098894,0.1044
3.1049,0.053232,0.093808,0.099519,0.10351
3.1062,0.056888,0.094366,0.091804,0.098338
3.1075,0.050538,0.098286,0.094405,0.095386
3.1087,0.0608,0.098358,0.097312,0.10337
3.11,0.053781,0.092012,0.098089,0.10144
3.1113,0.061441,0.10033,0.0943,0.097798
3.1125,0.056527,0.089437,0.099109,0.1005
3.1138,0.059589,0.092328,0.094129,0.10074
3.115,0.055145,0.094962,0.093935,0.099344
3.1163,0.060243,0.095989,0.09686,0.10867
3.1176,0.058194,0.094909,0.097471,0.093765
3.1188,0.050899,0.097775,0.10408,0.094939
3.1201,0.056462,0.088635,0.09476,0.092488
3.1214,0.059112,0.088218,0.092932,0.097215
3.1226,0.057899,0.091178,0.095908,0.094326
3.1239,0.057723,0.091121,0.096594,0.098186
3.1252,0.054741,0.088481,0.09687,0.1029
3.1264,0.055928,0.087496,0.093969,0.097352
3.1277,0.052668,0.099852,0.094667,0.097801
3.129,0.054403,0.091907,0.092393,0.099259
3.1302,0.05767,0.093745,0.093807,0.10211
3.1315,0.055755,0.092618,0.093469,0.1004
3.1327,0.054817,0.093064,0.098864,0.098823
3.134,0.052785,0.088004,0.094923,0.10413
3.1353,0.054744,0.089605,0.10088,0.092199
3.1365,0.056395,0.087968,0.096697,0.09315
3.1378,0.057215,0.095771,0.099676,0.096602
3.1391,0.062355,0.083514,0.095979,0.099541
3.1403,0.049371,0.084141,0.09933,0.10145
3.1416,0.053231,0.084321,0.093404,0.098419
3.1429,0.052883,0.091727,0.092713,0.10094
3.1441,0.048973,0.090237,0.09433,0.10278
3.1454,0.047678,0.090783,0.096825,0.10045
3.1466,0.052095,0.086779,0.092231,0.10295
3.1479,0.050652,0.09328,0.10074,0.10033
3.1492,0.054765,0.091439,0.099998,0.10195
3.1504,0.057219,0.082262,0.10185,0.094868
3.1517,0.054327,0.086088,0.089851,0.099282
3.153,0.051833,0.089912,0.10054,0.10538
3.1542,0.054749,0.092615,0.093417,0.10271
3.1555,0.055474,0.096816,0.093174,0.098466
3.1568,0.053747,0.088503,0.096003,0.097244
3.158,0.053249,0.090313,0.099664,0.10474
3.1593,0.057661,0.088268,0.10193,0.093465
3.1606,0.054657,0.086738,0.09793,0.093749
3.1618,0.054369,0.090308,0.094306,0.10896
3.1631,0.055859,0.087764,0.10013,0.10622
3.1643,0.059188,0.092923,0.093766,0.10154
3.1656,0.05469,0.086412,0.097423,0.099134
3.1669,0.056825,0.087954,0.096322,0.096351
3.1681,0.060564,0.085598,0.097427,0.095887
3.1694,0.05551,0.087638,0.096637,0.10958
3.1707,0.058676,0.087193,0.090485,0.097867
3.1719,0.058351,0.089665,0.095158,0.098933
3.1732,0.061589,0.089894,0.1012,0.097264
3.1745,0.057744,0.085959,0.097303,0.094917
3.1757,0.060617,0.087065,0.089608,0.094063
3.177,0.062475,0.084922,0.09382,0.096511
3.1783,0.059188,0.082031,0.096263,0.098723
3.1795,0.057007,0.083236,0.09792,0.098428
3.1808,0.05686,0.092061,0.097001,0.099196
3.182,0.053144,0.085531,0.10252,0.091848
3.1833,0.059171,0.087478,0.09654,0.10238
3.1846,0.058266,0.097575,0.099423,0.10169
3.1858,0.057096,0.081104,0.091409,0.10104
3.1871,0.060889,0.091421,0.093554,0.09658
3.1884,0.055492,0.086189,0.092109,0.10192
3.1896,0.056977,0.086677,0.092986,0.096089
3.1909,0.056392,0.085863,0.094963,0.094313
3.1922,0.054463,0.083952,0.093151,0.0924
3.1934,0.059975,0.08658,0.094326,0.10019
3.1947,0.061921,0.087654,0.091898,0.085459
3.196,0.05036,0.089313,0.096323,0.096628
3.1972,0.05737,0.08558,0.097532,0.094687
3.1985,0.062549,0.089785,0.091514,0.098914
3.1997,0.055192,0.090604,0.091945,0.094289
3.201,0.054133,0.083869,0.090791,0.094497
3.2023,0.046391,0.084128,0.096224,0.10078
3.2035,0.049522,0.087074,0.086864,0.097976
3.2048,0.056798,0.086204,0.088328,0.093989
3.2061,0.055106,0.091661,0.093973,0.095173
3.2073,0.054051,0.087508,0.093441,0.097921
3.2086,0.052762,0.08593,0.098073,0.090986
3.2099,0.048236,0.091703,0.086499,0.093122
3.2111,0.055885,0.087408,0.096271,0.10327
3.2124,0.051195,0.089162,0.089762,0.097677
3.2137,0.053199,0.088628,0.090454,0.095415
3.2149,0.04709,0.090399,0.090456,0.089037
3.2162,0.04659,0.088491,0.09015,0.090529
3.2174,0.047704,0.088357,0.093802,0.10032
3.2187,0.052623,0.081159,0.088933,0.098257
3.22,0.049865,0.091171,0.088811,0.09901
3.2212,0.049562,0.091961,0.085485,0.098203
3.2225,0.051878,0.089282,0.089423,0.09494
3.2238,0.052034,0.088914,0.086877,0.092415
3.225,0.052537,0.086101,0.088819,0.093775
3.2263,0.051042,0.092323,0.089862,0.10355
3.2276,0.048231,0.08762,0.091348,0.09989
3.2288,0.051111,0.089064,0.094377,0.097237
3.2301,0.052045,0.085646,0.087702,0.093479
3.2314,0.055058,0.085299,0.090543,0.089941
3.2326,0.052743,0.085892,0.086412,0.093939
3.2339,0.051019,0.091314,0.087187,0.094601
3.2351,0.055247,0.088794,0.09004,0.095565
3.2364,0.051483,0.087181,0.082757,0.095408
3.2377,0.056524,0.085194,0.086182,0.093908
3.2389,0.055316,0.089626,0.091916,0.089028
3.2402,0.052003,0.088032,0.085829,0.098574
3.2415,0.054766,0.087006,0.090328,0.084766
3.2427,0.047454,0.086279,0.090356,0.090487
3.244,0.054219,0.089426,0.094513,0.088877
3.2453,0.057703,0.087469,0.089981,0.094921
3.2465,0.054026,0.079958,0.096723,0.090412
3.2478,0.047813,0.092694,0.086801,0.085931
3.2491,0.052817,0.082487,0.093809,0.098325
3.2503,0.05204,0.09112,0.085904,0.098669
3.2516,0.053755,0.090388,0.090212,0.093925
3.2528,0.050046,0.087558,0.086926,0.094375
3.2541,0.058148,0.082809,0.087867,0.089509
3.2554,0.053242,0.088469,0.090151,0.087587
3.2566,0.053906,0.085156,0.092058,0.085796
3.2579,0.04867,0.085311,0.08692,0.092604
3.2592,0.050347,0.083296,0.08854,0.093599
3.2604,0.054235,0.087627,0.088172,0.092868
3.2617,0.053014,0.084778,0.095651,0.091796
3.263,0.056066,0.091701,0.090666,0.084753
3.2642,0.051655,0.092429,0.088943,0.083848
3.2655,0.046711,0.086405,0.091088,0.099903
3.2668,0.053266,0.095361,0.089772,0.092465
3.268,0.051278,0.087708,0.094036,0.094524
3.2693,0.049452,0.084369,0.094432,0.096227
3.2705,0.042852,0.079865,0.085882,0.090581
3.2718,0.051369,0.086487,0.097221,0.095793
3.2731,0.057229,0.082184,0.085371,0.098855
3.2743,0.054189,0.088304,0.087408,0.093197
3.2756,0.04806,0.084258,0.094164,0.091149
3.2769,0.050366,0.080422,0.088888,0.092466
3.2781,0.048398,0.08931,0.087126,0.09532
3.2794,0.051623,0.085703,0.091656,0.087524
3.2807,0.049026,0.082366,0.088911,0.093783
3.2819,0.049859,0.088172,0.094012,0.094113
3.2832,0.052325,0.083451,0.092484,0.08852
3.2845,0.049745,0.082658,0.089231,0.096091
3.2857,0.052191,0.087666,0.091881,0.098503
3.287,0.051246,0.084385,0.087403,0.093184
3.2882,0.050393,0.088292,0.092511,0.10028
3.2895,0.052977,0.08514,0.084472,0.094544
3.2908,0.051691,0.083071,0.085589,0.096387
3.292,0.04981,0.085493,0.090897,0.096532
3.2933,0.050943,0.078555,0.099798,0.088872
3.2946,0.052255,0.08376,0.098979,0.089849
3.2958,0.057428,0.084509,0.088076,0.097249
3.2971,0.057407,0.081455,0.094925,0.094318
3.2984,0.052099,0.085844,0.088091,0.097583
3.2996,0.051687,0.078163,0.08699,0.089409
3.3009,0.048228,0.079211,0.082369,0.090207
3.3021,0.051347,0.08057,0.091109,0.098868
3.3034,0.051036,0.085333,0.093106,0.091222
3.3047,0.055131,0.083576,0.084128,0.094301
3.3059,0.051345,0.08432,0.082487,0.088859
3.3072,0.048085,0.088147,0.085974,0.091317
3.3085,0.053849,0.080627,0.090726,0.091803
3.3097,0.052905,0.084235,0.090035,0.085454
3.311,0.047783,0.083722,0.090793,0.096043
3.3123,0.052499,0.084948,0.087075,0.092345
3.3135,0.051718,0.082701,0.085724,0.087533
3.3148,0.048069,0.08628,0.089858,0.087037
3.3161,0.050476,0.07755,0.090449,0.093885
3.3173,0.052322,0.086116,0.08828,0.090173
3.3186,0.053604,0.089639,0.083859,0.085669
3.3198,0.050967,0.079746,0.0887,0.092557
3.3211,0.045646,0.082155,0.082037,0.088608
3.3224,0.057256,0.089479,0.080498,0.088838
3.3236,0.050831,0.083907,0.085597,0.09314
3.3249,0.054904,0.085296,0.085428,0.08948
3.3262,0.048211,0.082881,0.087508,0.090818
3.3274,0.051948,0.085464,0.089125,0.08825
3.3287,0.050535,0.086758,0.091773,0.089717
3.33,0.043793,0.080888,0.087348,0.088784
3.3312,0.044034,0.084212,0.085878,0.090764
3.3325,0.054564,0.078285,0.082136,0.083738
3.3338,0.051268,0.079175,0.087359,0.0864
3.335,0.046305,0.071699,0.083539,0.0897
3.3363,0.044642,0.081457,0.0885,0.084127
3.3375,0.044576,0.08017,0.080462,0.08577
3.3388,0.048199,0.078349,0.092509,0.091372
3.3401,0.048699,0.082708,0.085117,0.08911
3.3413,0.051272,0.081826,0.08535,0.089293
3.3426,0.049114,0.083497,0.093649,0.091073
3.3439,0.050343,0.075306,0.087874,0.083686
3.3451,0.04723,0.079577,0.084946,0.084497
3.3464,0.050043,0.082509,0.086157,0.088268
3.3477,0.050469,0.083854,0.086864,0.092136
3.3489,0.044933,0.079161,0.08108,0.086314
3.3502,0.050855,0.069816,0.089532,0.086521
3.3515,0.050972,0.080844,0.092601,0.096198
3.3527,0.047451,0.079796,0.089081,0.087623
3.354,0.049845,0.081516,0.079778,0.085302
3.3552,0.047127,0.083844,0.09037,0.093277
3.3565,0.04562,0.079664,0.092098,0.085103
3.3578,0.050756,0.078331,0.082736,0.087315
3.359,0.049655,0.081036,0.088958,0.089804
3.3603,0.050531,0.078501,0.087825,0.083646
3.3616,0.048826,0.077855,0.088202,0.084307
3.3628,0.051154,0.082888,0.093036,0.083919
3.3641,0.053901,0.08197,0.090723,0.09041
3.3654,0.052085,0.078115,0.087893,0.089177
3.3666,0.049481,0.075018,0.092211,0.092485
3.3679,0.04834,0.081493,0.088315,0.090017
3.3692,0.044183,0.079408,0.089141,0.088167
3.3704,0.051611,0.081158,0.085618,0.086181
3.3717,0.047445,0.079572,0.08702,0.087869
3.3729,0.049869,0.085818,0.087385,0.08091
3.3742,0.050372,0.087957,0.084568,0.087888
3.3755,0.053552,0.082952,0.084493,0.091923
3.3767,0.051044,0.079882,0.08365,0.084148
3.378,0.053753,0.080075,0.075129,0.091427
3.3793,0.050499,0.079171,0.093141,0.086987
3.3805,0.049828,0.078444,0.088352,0.090522
3.3818,0.04808,0.081963,0.081677,0.087672
3.3831,0.048853,0.078067,0.082199,0.089775
3.3843,0.046535,0.079826,0.089291,0.084014
3.3856,0.052573,0.078458,0.081895,0.079979
3.3869,0.045107,0.081769,0.082817,0.085026
3.3881,0.052097,0.083151,0.083827,0.08463
3.3894,0.045498,0.079718,0.08579,0.083082
3.3906,0.054074,0.091297,0.079543,0.091334
3.3919,0.049817,0.082096,0.086512,0.087857
3.3932,0.050017,0.078352,0.079477,0.087542
3.3944,0.043626,0.080178,0.088018,0.08813
3.3957,0.047465,0.076915,0.084209,0.085536
3.397,0.050137,0.076116,0.082879,0.089586
3.3982,0.046779,0.076851,0.086482,0.089363
3.3995,0.050387,0.079707,0.082367,0.087205
3.4008,0.047083,0.075093,0.083268,0.090838
3.402,0.047517,0.079783,0.082703,0.090641
3.4033,0.047893,0.080107,0.083121,0.090411
3.4046,0.048598,0.079966,0.081042,0.082571
3.4058,0.047835,0.075687,0.081246,0.086772
3.4071,0.048349,0.078903,0.085216,0.090578
3.4083,0.045259,0.076762,0.081875,0.084479
3.4096,0.046893,0.078376,0.08147,0.081379
3.4109,0.046523,0.076845,0.085409,0.082178
3.4121,0.047778,0.081279,0.081798,0.086585
3.4134,0.049212,0.077707,0.076106,0.085736
3.4147,0.045139,0.077991,0.07844,0.085185
3.4159,0.048149,0.076869,0.0833,0.091699
3.4172,0.048319,0.075186,0.077484,0.087209
3.4185,0.048715,0.079247,0.079383,0.083628
3.4197,0.047863,0.081818,0.084484,0.083306
3.421,0.047573,0.082836,0.073823,0.087453
3.4223,0.047528,0.079552,0.079352,0.08362
3.4235,0.047562,0.082171,0.084888,0.078867
3.4248,0.046401,0.078147,0.079029,0.084507
3.426,0.0509,0.081738,0.086388,0.086112
3.4273,0.050871,0.080413,0.085616,0.083506
3.4286,0.046706,0.074159,0.079589,0.084564
3.4298,0.047983,0.076719,0.082053,0.088254
3.4311,0.042331,0.080118,0.082837,0.085359
3.4324,0.053243,0.07633,0.08076,0.080312
3.4336,0.047505,0.082439,0.080072,0.082468
3.4349,0.048176,0.076723,0.084711,0.091336
3.4362,0.049488,0.076742,0.084066,0.085397
3.4374,0.055895,0.076367,0.073944,0.087933
3.4387,0.046839,0.075318,0.083686,0.078932
3.4399,0.046252,0.077317,0.082759,0.097135
3.4412,0.045347,0.078865,0.079064,0.08678
3.4425,0.054248,0.078497,0.080271,0.091381
3.4437,0.055439,0.082845,0.07596,0.089018
3.445,0.04689,0.07714,0.086501,0.080449
3.4463,0.050969,0.076553,0.080035,0.081745
3.4475,0.048569,0.081381,0.079717,0.089342
3.4488,0.048422,0.083188,0.078447,0.086093
3.4501,0.051486,0.07864,0.082319,0.088383
3.4513,0.049065,0.077168,0.07933,0.085541
3.4526,0.046695,0.079957,0.075571,0.081081
3.4539,0.050743,0.08113,0.0807,0.090269
3.4551,0.046895,0.081934,0.079496,0.085273
3.4564,0.042821,0.082279,0.085614,0.082852
3.4576,0.045566,0.076212,0.088466,0.084294
3.4589,0.047526,0.073319,0.08561,0.086173
3.4602,0.047752,0.078332,0.084808,0.080736
3.4614,0.044956,0.069125,0.080584,0.089951
3.4627,0.047043,0.074622,0.079069,0.078921
3.464,0.047517,0.080673,0.082118,0.088658
3.4652,0.045256,0.075626,0.078336,0.086114
3.4665,0.048839,0.077689,0.084744,0.081328
3.4678,0.045882,0.07692,0.08373,0.082081
3.469,0.048769,0.072376,0.082835,0.087353
3.4703,0.04815,0.078046,0.089806,0.083182
3.4716,0.042966,0.082355,0.085547,0.085713
3.4728,0.047448,0.079341,0.083272,0.087245
3.4741,0.045398,0.079702,0.082309,0.088951
3.4753,0.041154,0.076655,0.08288,0.087149
3.4766,0.043071,0.078428,0.081211,0.084059
3.4779,0.044267,0.080718,0.073404,0.086842
3.4791,0.047638,0.083105,0.083217,0.090382
3.4804,0.045157,0.074132,0.082917,0.090177
3.4817,0.045677,0.078732,0.08374,0.07462
3.4829,0.044725,0.074704,0.083417,0.088608
3.4842,0.045563,0.074753,0.076629,0.086656
3.4855,0.046134,0.080609,0.08511,0.07892
3.4867,0.045548,0.07962,0.089142,0.089135
3.488,0.047401,0.080559,0.080845,0.081569
3.4893,0.043315,0.075697,0.08512,0.085929
3.4905,0.04919,0.076219,0.084378,0.081509
3.4918,0.04703,0.078549,0.082974,0.084675
3.493,0.04419,0.077698,0.084026,0.084405
3.4943,0.043029,0.075426,0.087185,0.077596
3.4956,0.042589,0.072681,0.080906,0.076159
3.4968,0.048678,0.075084,0.0875,0.074293
3.4981,0.045447,0.071708,0.081802,0.078624
3.4994,0.045839,0.074726,0.078072,0.081594
3.5006,0.047553,0.072657,0.08022,0.080445
3.5019,0.047494,0.072245,0.086271,0.079975
3.5032,0.046542,0.076773,0.08893,0.085532
3.5044,0.045414,0.06918,0.078922,0.079336
3.5057,0.047439,0.078722,0.072901,0.077844
3.507,0.042229,0.078939,0.077886,0.08009
3.5082,0.050967,0.069488,0.081142,0.077949
3.5095,0.04707,0.069534,0.077236,0.082106
3.5107,0.0445,0.080154,0.076652,0.083286
3.512,0.048878,0.072742,0.076845,0.077439
3.5133,0.045087,0.075193,0.075914,0.080204
3.5145,0.04337,0.079709,0.081378,0.090789
3.5158,0.049191,0.079225,0.082609,0.077087
3.5171,0.047029,0.079302,0.0744,0.082271
3.5183,0.041039,0.079306,0.076687,0.083222
3.5196,0.041998,0.072718,0.076607,0.080568
3.5209,0.05204,0.071884,0.076481,0.080177
3.5221,0.043331,0.073069,0.072385,0.085215
3.5234,0.044556,0.077052,0.075329,0.078441
3.5247,0.041748,0.076678,0.070882,0.088288
3.5259,0.048295,0.077154,0.080249,0.0738
3.5272,0.049244,0.07602,0.072883,0.0813
3.5284,0.047277,0.076492,0.075274,0.075038
3.5297,0.044957,0.071431,0.073437,0.077833
3.531,0.049513,0.073365,0.074203,0.083042
3.5322,0.046589,0.074481,0.080625,0.082982
3.5335,0.042261,0.073655,0.082319,0.083312
3.5348,0.045827,0.076962,0.080902,0.090003
3.536,0.04778,0.07384,0.071982,0.083921
3.5373,0.045546,0.07127,0.072246,0.081692
3.5386,0.045612,0.076437,0.07545,0.082209
3.5398,0.046015,0.073171,0.070023,0.082608
3.5411,0.050518,0.075264,0.077724,0.082873
3.5424,0.046664,0.074279,0.077229,0.087658
3.5436,0.045215,0.073197,0.080866,0.091044
3.5449,0.043648,0.076904,0.074067,0.085072
3.5461,0.04361,0.077114,0.074218,0.081002
